# Experimental. Design Institute for Physical Properties of the American Institute of Chemical Engineers, 2017.
# Ismail I. I. Alkhatib et al. Phys. Chem. Chem. Phys., 2020, 22, 13171-13191
#TEMP(K) DENSITY(g/cm3)
204	1.084
224	1.051
245	1.014
264	0.982
285	0.941
305	0.900
324	0.857
345	0.808
365	0.745
385	0.677
395	0.636
