#p(kPa) L(mol/kg) L(molec/uc)
1.30	0.337	1.94
4.32	0.934	5.39
32.04	1.777	10.25
59.07	1.882	10.86
99.07	1.901	10.96
151.20	1.908	11.01
175.67	1.921	11.08
186.94	1.909	11.01

